iter	Logloss
0	0.005614763139
1	0.003258641743
2	0.00256855177
3	0.002299462483
4	0.00199101773
5	0.001895714985
6	0.00178923709
7	0.00175798975
8	0.00161220363
9	0.001560352514
10	0.001510900213
11	0.001478540075
12	0.001454425628
13	0.00137376939
14	0.001336758212
15	0.00130261902
16	0.001285351359
17	0.001262982365
18	0.001243209976
19	0.001205359974
20	0.001196705105
21	0.001185634692
22	0.001159232112
23	0.001121294811
24	0.001105062359
25	0.001081513769
26	0.001049539012
27	0.001033854607
28	0.001018970385
29	0.001001228126
30	0.0009871243822
31	0.0009669052392
32	0.0009549587795
33	0.0009384912557
34	0.0009299016029
35	0.0009203283414
36	0.0009100827325
37	0.0009015645098
38	0.0008883515982
39	0.0008789633543
40	0.0008664625883
41	0.0008551886544
42	0.0008453379609
43	0.0008323297034
44	0.0008252393466
45	0.0008208053384
46	0.0008166077643
47	0.0008068489091
48	0.0008060519106
49	0.0008017885988
50	0.0007898073203
51	0.0007812847248
52	0.0007742556421
53	0.0007697241087
54	0.0007643017606
55	0.0007562025406
56	0.0007486074755
57	0.0007389443691
58	0.000737122377
59	0.0007282612772
60	0.0007230305716
61	0.0007143830331
62	0.0007103898751
63	0.0007059039845
64	0.0007049706298
65	0.0006984217877
66	0.0006964073273
67	0.000693580881
68	0.0006892470777
69	0.0006846015696
70	0.0006816076855
71	0.0006778536092
72	0.0006726912994
73	0.0006683941436
74	0.0006623681178
75	0.0006612884955
76	0.0006561729668
77	0.0006503102462
78	0.0006470864438
79	0.0006456910296
80	0.0006440835555
81	0.0006403045305
82	0.0006366835533
83	0.000632153721
84	0.0006302729451
85	0.0006280552251
86	0.000626451176
87	0.0006216899056
88	0.0006203559968
89	0.000612701776
90	0.0006059136527
91	0.0006005761846
92	0.0005964830142
93	0.0005915679961
94	0.0005879195935
95	0.0005832983264
96	0.0005809579086
97	0.0005770117452
98	0.0005741911324
99	0.0005704671805
100	0.0005669140366
101	0.0005629292162
102	0.0005617233669
103	0.0005591014594
104	0.0005527605489
105	0.0005510207197
106	0.000545600068
107	0.000544733771
108	0.0005412129153
109	0.0005391802288
110	0.0005391149448
111	0.0005350387893
112	0.000532185217
113	0.0005307485693
114	0.0005269826853
115	0.0005237450885
116	0.0005197698121
117	0.0005188232028
118	0.0005155035836
119	0.0005118772039
120	0.0005072733784
121	0.0005044316634
122	0.0005010339638
123	0.0004990875727
124	0.0004982759088
125	0.0004954679745
126	0.0004930950099
127	0.0004912677649
128	0.0004892874162
129	0.0004859375047
130	0.0004840253024
131	0.000481771112
132	0.0004804278406
133	0.0004779530398
134	0.0004756798476
135	0.0004717369456
136	0.0004683749634
137	0.0004679691292
138	0.0004666203963
139	0.0004642084755
140	0.0004596876746
141	0.0004578067852
142	0.0004547939765
143	0.0004523088425
144	0.0004506485951
145	0.0004489665018
146	0.000448264254
147	0.000446768115
148	0.0004448387343
149	0.000442421851
150	0.0004411846796
151	0.0004397581203
152	0.0004377253838
153	0.0004361207994
154	0.0004352992105
155	0.0004351950518
156	0.0004342082388
157	0.0004342083295
158	0.0004342085155
159	0.0004342074177
160	0.0004339167695
161	0.0004300359808
162	0.0004275296993
163	0.0004257363981
164	0.0004247518985
165	0.000423086861
166	0.0004230857088
167	0.0004230856998
168	0.0004230838853
169	0.0004230831006
170	0.0004230766275
171	0.0004229135172
172	0.0004207721676
173	0.0004194910911
174	0.0004182613909
175	0.0004169192535
176	0.000416173477
177	0.0004150350982
178	0.0004133980985
179	0.0004111021257
180	0.0004090800719
181	0.0004055354469
182	0.000404984148
183	0.0004034552308
184	0.0004022786668
185	0.0004010210285
186	0.0003998123486
187	0.0003976716794
188	0.0003967584107
189	0.000396604409
190	0.0003946653528
191	0.0003942581532
192	0.0003936212303
193	0.0003926076768
194	0.0003917707194
195	0.0003909528184
196	0.0003908202408
197	0.0003895560387
198	0.0003891009875
199	0.0003871210017
200	0.0003859440476
201	0.0003840676581
202	0.0003832267134
203	0.0003820915598
204	0.0003813273756
205	0.000380033421
206	0.0003800311166
207	0.0003800310758
208	0.0003800307174
209	0.0003800303727
210	0.0003800304815
211	0.000380030536
212	0.0003787598064
213	0.0003777956922
214	0.0003756545422
215	0.0003741672031
216	0.0003724499548
217	0.0003712517579
218	0.0003697562131
219	0.0003691989446
220	0.0003685096384
221	0.00036685033
222	0.0003650945381
223	0.0003640918759
224	0.0003633283267
225	0.0003619033505
226	0.0003611456983
227	0.0003606465332
228	0.0003592365171
229	0.0003584627799
230	0.0003575109858
231	0.0003563170484
232	0.0003559435114
233	0.000355906492
234	0.0003541045042
235	0.0003539294775
236	0.0003531949415
237	0.000352635346
238	0.0003514914693
239	0.0003506625455
240	0.0003496633443
241	0.0003493009299
242	0.0003483019918
243	0.0003470225891
244	0.0003460236918
245	0.000344754128
246	0.0003440153553
247	0.0003435557588
248	0.0003431491489
249	0.0003423315836
250	0.0003410441066
251	0.0003398469576
252	0.0003398462726
253	0.0003398462273
254	0.0003397409663
255	0.0003389800209
256	0.0003386327028
257	0.0003378747627
258	0.0003373307692
259	0.0003365240338
260	0.0003354868946
261	0.0003347654317
262	0.0003335170018
263	0.0003328882733
264	0.0003324283843
265	0.0003316866449
266	0.0003303822731
267	0.0003299586006
268	0.0003295459032
269	0.0003290979691
270	0.0003284938492
271	0.0003279596697
272	0.0003272824364
273	0.0003262985559
274	0.0003255525322
275	0.0003250113625
276	0.0003246193567
277	0.0003240634309
278	0.0003236857887
279	0.0003226580167
280	0.0003219722986
281	0.0003213023594
282	0.0003200728451
283	0.0003194449966
284	0.0003186769409
285	0.000318231631
286	0.0003177516423
287	0.000316955492
288	0.0003163386528
289	0.0003159145652
290	0.0003156197188
291	0.0003149693122
292	0.0003142260941
293	0.0003140759186
294	0.0003133258168
295	0.0003132725672
296	0.0003129604223
297	0.0003125287548
298	0.0003116930902
299	0.0003105184064
300	0.000309710274
301	0.0003092652203
302	0.0003084300638
303	0.0003077853342
304	0.0003071293164
305	0.0003066537346
306	0.0003062354986
307	0.0003053283446
308	0.0003050553306
309	0.0003041849148
310	0.0003038996419
311	0.0003032542364
312	0.000302935911
313	0.0003019403024
314	0.0003016846346
315	0.0003009445509
316	0.000300401408
317	0.0003001341072
318	0.0002999516821
319	0.000299732326
320	0.0002990470797
321	0.0002988836428
322	0.000298757561
323	0.0002981369568
324	0.0002978536163
325	0.0002972098619
326	0.0002969564168
327	0.0002967830436
328	0.0002966592479
329	0.0002962090799
330	0.0002957253784
331	0.0002953863796
332	0.000294834153
333	0.0002945761446
334	0.0002941949847
335	0.0002941164755
336	0.0002936589816
337	0.000293618204
338	0.0002933601865
339	0.0002927540979
340	0.0002921453194
341	0.0002916603319
342	0.000291421212
343	0.0002912256502
344	0.0002912254597
345	0.0002912253916
346	0.0002912240331
347	0.0002912240331
348	0.0002912241102
349	0.000291223017
350	0.000291222425
351	0.0002912225157
352	0.0002912220599
353	0.0002912222254
354	0.0002912217287
355	0.0002912218081
356	0.0002912205516
357	0.0002912203951
358	0.0002912201547
359	0.0002912196217
360	0.0002912202
361	0.0002912191227
362	0.0002912190002
363	0.0002912195695
364	0.0002912178866
365	0.0002912176643
366	0.0002912179297
367	0.0002912171994
368	0.0002912170656
369	0.0002912167435
370	0.0002912171926
371	0.0002912157115
372	0.0002912156049
373	0.0002912142033
374	0.0002912132121
375	0.0002912081725
376	0.0002912079275
377	0.0002912080364
378	0.0002912080477
379	0.0002912079253
380	0.0002912071587
381	0.0002912055687
382	0.0002912045935
383	0.0002912044574
384	0.000291204031
385	0.0002912033642
386	0.0002912031283
387	0.0002912028108
388	0.0002912021803
389	0.0002911980501
390	0.0002911981703
391	0.0002911975557
392	0.0002911972177
393	0.0002911969705
394	0.0002911965441
395	0.0002911968889
396	0.0002911966507
397	0.0002911966394
398	0.0002911959136
399	0.0002911959499
400	0.0002911948226
401	0.0002911948226
402	0.0002911955893
403	0.0002911939721
404	0.0002911936024
405	0.0002911931738
406	0.0002911932418
407	0.000291184605
408	0.0002911841378
409	0.0002911841582
410	0.0002911835821
411	0.000291183031
412	0.0002911827633
413	0.0002911814297
414	0.0002911815499
415	0.0002911810169
416	0.0002911790414
417	0.0002911785901
418	0.0002911786876
419	0.000291178361
420	0.0002911779845
421	0.0002911781886
422	0.0002911781365
423	0.0002911773903
424	0.0002911771612
425	0.0002911767144
426	0.0002911760521
427	0.0002911759455
428	0.0002911751993
429	0.0002911748818
430	0.0002911746187
431	0.000291174714
432	0.0002911725548
433	0.0002911457598
434	0.0002904873742
435	0.0002898163531
436	0.0002897612481
437	0.0002897606222
438	0.0002897596764
439	0.000289759343
440	0.0002897593702
441	0.0002897590254
442	0.0002897583178
443	0.0002897587419
444	0.000289758336
445	0.0002897581114
446	0.0002897577281
447	0.0002897575739
448	0.0002897560248
449	0.0002897554623
450	0.0002897554623
451	0.0002897554623
452	0.0002897554623
453	0.0002897554623
454	0.0002897554623
455	0.0002897554623
456	0.0002897554623
457	0.0002897554623
458	0.0002897554623
459	0.0002897554623
460	0.0002897554623
461	0.0002897554623
462	0.0002897554623
463	0.0002897554623
464	0.0002897554623
465	0.0002897554623
466	0.0002897554623
467	0.0002897554623
468	0.0002897554623
469	0.0002897554623
470	0.0002897554623
471	0.0002897554623
472	0.0002897554623
473	0.0002897554623
474	0.0002897554623
475	0.0002897554623
476	0.0002897554623
477	0.0002897554623
478	0.0002897554623
479	0.0002897554623
480	0.0002897554623
481	0.0002897554623
482	0.0002897554623
483	0.0002897554623
484	0.0002897554623
485	0.0002897554623
486	0.0002897554623
487	0.0002897554623
488	0.0002897554623
489	0.0002897554623
490	0.0002897554623
491	0.0002897554623
492	0.0002897554623
493	0.0002897554623
494	0.0002897554623
495	0.0002897554623
496	0.0002897554623
497	0.0002897554623
498	0.0002897554623
499	0.0002897554623
500	0.0002897554623
501	0.0002897554623
502	0.0002897554623
503	0.0002897554623
504	0.0002897554623
505	0.0002897554623
506	0.0002897554623
507	0.0002897554623
508	0.0002897554623
509	0.0002897554623
510	0.0002897554623
511	0.0002897554623
512	0.0002897554623
513	0.0002897554623
514	0.0002897554623
515	0.0002897554623
516	0.0002897554623
517	0.0002897554623
518	0.0002897554623
519	0.0002897554623
520	0.0002897554623
521	0.0002897554623
522	0.0002897554623
523	0.0002897554623
524	0.0002897554623
525	0.0002897554623
526	0.0002897554623
527	0.0002897554623
528	0.0002897554623
529	0.0002897554623
530	0.0002897554623
531	0.0002897554623
532	0.0002897554623
533	0.0002897554623
534	0.0002897554623
535	0.0002897554623
536	0.0002897554623
537	0.0002897554623
538	0.0002897554623
539	0.0002897554623
540	0.0002897554623
541	0.0002897554623
542	0.0002897554623
543	0.0002897554623
544	0.0002897554623
545	0.0002897554623
546	0.0002897554623
547	0.0002897554623
548	0.0002897554623
549	0.0002897554623
550	0.0002897554623
551	0.0002897554623
552	0.0002897554623
553	0.0002897554623
554	0.0002897554623
555	0.0002897554623
556	0.0002897554623
557	0.0002897554623
558	0.0002897554623
559	0.0002897554623
560	0.0002897554623
561	0.0002897554623
562	0.0002897554623
563	0.0002897554623
564	0.0002897554623
565	0.0002897554623
566	0.0002897554623
567	0.0002897554623
568	0.0002897554623
569	0.0002897554623
570	0.0002897554623
571	0.0002897554623
572	0.0002897554623
573	0.0002897554623
574	0.0002897554623
575	0.0002897554623
576	0.0002897554623
577	0.0002897554623
578	0.0002897554623
579	0.0002897554623
580	0.0002897554623
581	0.0002897554623
582	0.0002897554623
583	0.0002897554623
584	0.0002897554623
585	0.0002897554623
586	0.0002897554623
587	0.0002897554623
588	0.0002897554623
589	0.0002897554623
590	0.0002897554623
591	0.0002897554623
592	0.0002897554623
593	0.0002897554623
594	0.0002897554623
595	0.0002897554623
596	0.0002897554623
597	0.0002897554623
598	0.0002897554623
599	0.0002897554623
600	0.0002897554623
601	0.0002897554623
602	0.0002897554623
603	0.0002897554623
604	0.0002897554623
605	0.0002897554623
606	0.0002897554623
607	0.0002897554623
608	0.0002897554623
609	0.0002897554623
610	0.0002897554623
611	0.0002897554623
612	0.0002897554623
613	0.0002897554623
614	0.0002897554623
615	0.0002897554623
616	0.0002897554623
617	0.0002897554623
618	0.0002897554623
619	0.0002897554623
620	0.0002897554623
621	0.0002897554623
622	0.0002897554623
623	0.0002897554623
624	0.0002897554623
625	0.0002897554623
626	0.0002897554623
627	0.0002897554623
628	0.0002897554623
629	0.0002897554623
630	0.0002897554623
631	0.0002897554623
632	0.0002897554623
633	0.0002897554623
634	0.0002897554623
635	0.0002897554623
636	0.0002897554623
637	0.0002897554623
638	0.0002897554623
639	0.0002897554623
640	0.0002897554623
641	0.0002897554623
642	0.0002897554623
643	0.0002897554623
644	0.0002897554623
645	0.0002897554623
646	0.0002897554623
647	0.0002897554623
648	0.0002897554623
649	0.0002897554623
650	0.0002897554623
651	0.0002897554623
652	0.0002897554623
653	0.0002897554623
654	0.0002897554623
655	0.0002897554623
656	0.0002897554623
657	0.0002897554623
658	0.0002897554623
659	0.0002897554623
660	0.0002897554623
661	0.0002897554623
662	0.0002897554623
663	0.0002897554623
664	0.0002897554623
665	0.0002897554623
666	0.0002897554623
667	0.0002897554623
668	0.0002897554623
669	0.0002897554623
670	0.0002897554623
671	0.0002897554623
672	0.0002897554623
673	0.0002897554623
674	0.0002897554623
675	0.0002897554623
676	0.0002897554623
677	0.0002897554623
678	0.0002897554623
679	0.0002897554623
680	0.0002897554623
681	0.0002897554623
682	0.0002897554623
683	0.0002897554623
684	0.0002897554623
685	0.0002897554623
686	0.0002897554623
687	0.0002897554623
688	0.0002897554623
689	0.0002897554623
690	0.0002897554623
691	0.0002897554623
692	0.0002897554623
693	0.0002897554623
694	0.0002897554623
695	0.0002897554623
696	0.0002897554623
697	0.0002897554623
698	0.0002897554623
